ccode,stateabb,year,major
160,ARG,1888,0
160,ARG,1889,0
160,ARG,1890,0
160,ARG,1891,0
160,ARG,1892,0
160,ARG,1893,0
160,ARG,1894,0
160,ARG,1895,0
160,ARG,1896,0
160,ARG,1897,0
160,ARG,1898,0
160,ARG,1899,0
160,ARG,1900,0
160,ARG,1901,0
160,ARG,1902,0
160,ARG,1903,0
160,ARG,1904,0
160,ARG,1905,0
160,ARG,1906,0
160,ARG,1907,0
160,ARG,1908,0
160,ARG,1909,0
160,ARG,1910,0
160,ARG,1911,0
160,ARG,1912,0
160,ARG,1913,0
160,ARG,1914,0
160,ARG,1915,0
160,ARG,1916,0
160,ARG,1917,0
160,ARG,1918,0
160,ARG,1919,0
160,ARG,1920,0
160,ARG,1921,0
160,ARG,1922,0
160,ARG,1923,0
160,ARG,1924,0
160,ARG,1925,0
160,ARG,1926,0
160,ARG,1927,0
160,ARG,1928,0
160,ARG,1929,0
160,ARG,1930,0
160,ARG,1931,0
160,ARG,1932,0
160,ARG,1933,0
160,ARG,1934,0
160,ARG,1935,0
160,ARG,1936,0
160,ARG,1937,0
160,ARG,1938,0
160,ARG,1939,0
160,ARG,1940,0
160,ARG,1941,0
160,ARG,1942,0
160,ARG,1943,0
160,ARG,1944,0
160,ARG,1945,0
160,ARG,1946,0
160,ARG,1947,0
160,ARG,1948,0
160,ARG,1949,0
160,ARG,1950,0
160,ARG,1951,0
160,ARG,1952,0
160,ARG,1953,0
160,ARG,1954,0
160,ARG,1955,0
160,ARG,1956,0
160,ARG,1957,0
160,ARG,1958,0
160,ARG,1959,0
160,ARG,1960,0
160,ARG,1961,0
160,ARG,1962,0
160,ARG,1963,0
160,ARG,1964,0
160,ARG,1965,0
160,ARG,1966,0
160,ARG,1967,0
160,ARG,1968,0
160,ARG,1969,0
160,ARG,1970,0
160,ARG,1971,0
160,ARG,1972,0
160,ARG,1973,0
160,ARG,1974,0
160,ARG,1975,0
160,ARG,1976,0
160,ARG,1977,0
160,ARG,1978,0
160,ARG,1979,0
160,ARG,1980,0
160,ARG,1981,0
160,ARG,1982,0
160,ARG,1983,0
160,ARG,1984,0
160,ARG,1985,0
160,ARG,1986,0
160,ARG,1987,0
160,ARG,1988,0
160,ARG,1989,0
160,ARG,1990,0
160,ARG,1991,0
160,ARG,1992,0
160,ARG,1993,0
160,ARG,1994,0
160,ARG,1995,0
160,ARG,1996,0
160,ARG,1997,0
160,ARG,1998,0
160,ARG,1999,0
160,ARG,2000,0
160,ARG,2001,0
160,ARG,2002,0
160,ARG,2003,0
160,ARG,2004,0
160,ARG,2005,0
160,ARG,2006,0
160,ARG,2007,0
160,ARG,2008,0
160,ARG,2009,0
160,ARG,2010,0
160,ARG,2011,0
160,ARG,2012,0
160,ARG,2013,0
160,ARG,2014,0
165,URU,1882,0
165,URU,1883,0
165,URU,1884,0
165,URU,1885,0
165,URU,1886,0
165,URU,1887,0
165,URU,1888,0
165,URU,1889,0
165,URU,1890,0
165,URU,1891,0
165,URU,1892,0
165,URU,1893,0
165,URU,1894,0
165,URU,1895,0
165,URU,1896,0
165,URU,1897,0
165,URU,1898,0
165,URU,1899,0
165,URU,1900,0
165,URU,1901,0
165,URU,1902,0
165,URU,1903,0
165,URU,1904,0
165,URU,1905,0
165,URU,1906,0
165,URU,1907,0
165,URU,1908,0
165,URU,1909,0
165,URU,1910,0
165,URU,1911,0
165,URU,1912,0
165,URU,1913,0
165,URU,1914,0
165,URU,1915,0
165,URU,1916,0
165,URU,1917,0
165,URU,1918,0
165,URU,1919,0
165,URU,1920,0
165,URU,1921,0
165,URU,1922,0
165,URU,1923,0
165,URU,1924,0
165,URU,1925,0
165,URU,1926,0
165,URU,1927,0
165,URU,1928,0
165,URU,1929,0
165,URU,1930,0
165,URU,1931,0
165,URU,1932,0
165,URU,1933,0
165,URU,1934,0
165,URU,1935,0
165,URU,1936,0
165,URU,1937,0
165,URU,1938,0
165,URU,1939,0
165,URU,1940,0
165,URU,1941,0
165,URU,1942,0
165,URU,1943,0
165,URU,1944,0
165,URU,1945,0
165,URU,1946,0
165,URU,1947,0
165,URU,1948,0
165,URU,1949,0
165,URU,1950,0
165,URU,1951,0
165,URU,1952,0
165,URU,1953,0
165,URU,1954,0
165,URU,1955,0
165,URU,1956,0
165,URU,1957,0
165,URU,1958,0
165,URU,1959,0
165,URU,1960,0
165,URU,1961,0
165,URU,1962,0
165,URU,1963,0
165,URU,1964,0
165,URU,1965,0
165,URU,1966,0
165,URU,1967,0
165,URU,1968,0
165,URU,1969,0
165,URU,1970,0
165,URU,1971,0
165,URU,1972,0
165,URU,1973,0
165,URU,1974,0
165,URU,1975,0
165,URU,1976,0
165,URU,1977,0
165,URU,1978,0
165,URU,1979,0
165,URU,1980,0
165,URU,1981,0
165,URU,1982,0
165,URU,1983,0
165,URU,1984,0
165,URU,1985,0
165,URU,1986,0
165,URU,1987,0
165,URU,1988,0
165,URU,1989,0
165,URU,1990,0
165,URU,1991,0
165,URU,1992,0
165,URU,1993,0
165,URU,1994,0
165,URU,1995,0
165,URU,1996,0
165,URU,1997,0
165,URU,1998,0
165,URU,1999,0
165,URU,2000,0
165,URU,2001,0
165,URU,2002,0
165,URU,2003,0
165,URU,2004,0
165,URU,2005,0
165,URU,2006,0
165,URU,2007,0
165,URU,2008,0
165,URU,2009,0
165,URU,2010,0
165,URU,2011,0
165,URU,2012,0
165,URU,2013,0
165,URU,2014,0
200,UKG,1816,1
200,UKG,1817,1
200,UKG,1818,1
200,UKG,1819,1
200,UKG,1820,1
200,UKG,1821,1
200,UKG,1822,1
200,UKG,1823,1
200,UKG,1824,1
200,UKG,1825,1
200,UKG,1826,1
200,UKG,1827,1
200,UKG,1828,1
200,UKG,1829,1
200,UKG,1830,1
200,UKG,1831,1
200,UKG,1832,1
200,UKG,1833,1
200,UKG,1834,1
200,UKG,1835,1
200,UKG,1836,1
200,UKG,1837,1
200,UKG,1838,1
200,UKG,1839,1
200,UKG,1840,1
200,UKG,1841,1
200,UKG,1842,1
200,UKG,1843,1
200,UKG,1844,1
200,UKG,1845,1
200,UKG,1846,1
200,UKG,1847,1
200,UKG,1848,1
200,UKG,1849,1
200,UKG,1850,1
200,UKG,1851,1
200,UKG,1852,1
200,UKG,1853,1
200,UKG,1854,1
200,UKG,1855,1
200,UKG,1856,1
200,UKG,1857,1
200,UKG,1858,1
200,UKG,1859,1
200,UKG,1860,1
200,UKG,1861,1
200,UKG,1862,1
200,UKG,1863,1
200,UKG,1864,1
200,UKG,1865,1
200,UKG,1866,1
200,UKG,1867,1
200,UKG,1868,1
200,UKG,1869,1
200,UKG,1870,1
200,UKG,1871,1
200,UKG,1872,1
200,UKG,1873,1
200,UKG,1874,1
200,UKG,1875,1
200,UKG,1876,1
200,UKG,1877,1
200,UKG,1878,1
200,UKG,1879,1
200,UKG,1880,1
200,UKG,1881,1
200,UKG,1882,1
200,UKG,1883,1
200,UKG,1884,1
200,UKG,1885,1
200,UKG,1886,1
200,UKG,1887,1
200,UKG,1888,1
200,UKG,1889,1
200,UKG,1890,1
200,UKG,1891,1
200,UKG,1892,1
200,UKG,1893,1
200,UKG,1894,1
200,UKG,1895,1
200,UKG,1896,1
200,UKG,1897,1
200,UKG,1898,1
200,UKG,1899,1
200,UKG,1900,1
200,UKG,1901,1
200,UKG,1902,1
200,UKG,1903,1
200,UKG,1904,1
200,UKG,1905,1
200,UKG,1906,1
200,UKG,1907,1
200,UKG,1908,1
200,UKG,1909,1
200,UKG,1910,1
200,UKG,1911,1
200,UKG,1912,1
200,UKG,1913,1
200,UKG,1914,1
200,UKG,1915,1
200,UKG,1916,1
200,UKG,1917,1
200,UKG,1918,1
200,UKG,1919,1
200,UKG,1920,1
200,UKG,1921,1
200,UKG,1922,1
200,UKG,1923,1
200,UKG,1924,1
200,UKG,1925,1
200,UKG,1926,1
200,UKG,1927,1
200,UKG,1928,1
200,UKG,1929,1
200,UKG,1930,1
200,UKG,1931,1
200,UKG,1932,1
200,UKG,1933,1
200,UKG,1934,1
200,UKG,1935,1
200,UKG,1936,1
200,UKG,1937,1
200,UKG,1938,1
200,UKG,1939,1
200,UKG,1940,1
200,UKG,1941,1
200,UKG,1942,1
200,UKG,1943,1
200,UKG,1944,1
200,UKG,1945,1
200,UKG,1946,1
200,UKG,1947,1
200,UKG,1948,1
200,UKG,1949,1
200,UKG,1950,1
200,UKG,1951,1
200,UKG,1952,1
200,UKG,1953,1
200,UKG,1954,1
200,UKG,1955,1
200,UKG,1956,1
200,UKG,1957,1
200,UKG,1958,1
200,UKG,1959,1
200,UKG,1960,1
200,UKG,1961,1
200,UKG,1962,1
200,UKG,1963,1
200,UKG,1964,1
200,UKG,1965,1
200,UKG,1966,1
200,UKG,1967,1
200,UKG,1968,1
200,UKG,1969,1
200,UKG,1970,1
200,UKG,1971,1
200,UKG,1972,1
200,UKG,1973,1
200,UKG,1974,1
200,UKG,1975,1
200,UKG,1976,1
200,UKG,1977,1
200,UKG,1978,1
200,UKG,1979,1
200,UKG,1980,1
200,UKG,1981,1
200,UKG,1982,1
200,UKG,1983,1
200,UKG,1984,1
200,UKG,1985,1
200,UKG,1986,1
200,UKG,1987,1
200,UKG,1988,1
200,UKG,1989,1
200,UKG,1990,1
200,UKG,1991,1
200,UKG,1992,1
200,UKG,1993,1
200,UKG,1994,1
200,UKG,1995,1
200,UKG,1996,1
200,UKG,1997,1
200,UKG,1998,1
200,UKG,1999,1
200,UKG,2000,1
200,UKG,2001,1
200,UKG,2002,1
200,UKG,2003,1
200,UKG,2004,1
200,UKG,2005,1
200,UKG,2006,1
200,UKG,2007,1
200,UKG,2008,1
200,UKG,2009,1
200,UKG,2010,1
200,UKG,2011,1
200,UKG,2012,1
200,UKG,2013,1
200,UKG,2014,1
205,IRE,1922,0
205,IRE,1923,0
205,IRE,1924,0
205,IRE,1925,0
205,IRE,1926,0
205,IRE,1927,0
205,IRE,1928,0
205,IRE,1929,0
205,IRE,1930,0
205,IRE,1931,0
205,IRE,1932,0
205,IRE,1933,0
205,IRE,1934,0
205,IRE,1935,0
205,IRE,1936,0
205,IRE,1937,0
205,IRE,1938,0
205,IRE,1939,0
205,IRE,1940,0
205,IRE,1941,0
205,IRE,1942,0
205,IRE,1943,0
205,IRE,1944,0
205,IRE,1945,0
205,IRE,1946,0
205,IRE,1947,0
205,IRE,1948,0
205,IRE,1949,0
205,IRE,1950,0
205,IRE,1951,0
205,IRE,1952,0
205,IRE,1953,0
205,IRE,1954,0
205,IRE,1955,0
205,IRE,1956,0
205,IRE,1957,0
205,IRE,1958,0
205,IRE,1959,0
205,IRE,1960,0
205,IRE,1961,0
205,IRE,1962,0
205,IRE,1963,0
205,IRE,1964,0
205,IRE,1965,0
205,IRE,1966,0
205,IRE,1967,0
205,IRE,1968,0
205,IRE,1969,0
205,IRE,1970,0
205,IRE,1971,0
205,IRE,1972,0
205,IRE,1973,0
205,IRE,1974,0
205,IRE,1975,0
205,IRE,1976,0
205,IRE,1977,0
205,IRE,1978,0
205,IRE,1979,0
205,IRE,1980,0
205,IRE,1981,0
205,IRE,1982,0
205,IRE,1983,0
205,IRE,1984,0
205,IRE,1985,0
205,IRE,1986,0
205,IRE,1987,0
205,IRE,1988,0
205,IRE,1989,0
205,IRE,1990,0
205,IRE,1991,0
205,IRE,1992,0
205,IRE,1993,0
205,IRE,1994,0
205,IRE,1995,0
205,IRE,1996,0
205,IRE,1997,0
205,IRE,1998,0
205,IRE,1999,0
205,IRE,2000,0
205,IRE,2001,0
205,IRE,2002,0
205,IRE,2003,0
205,IRE,2004,0
205,IRE,2005,0
205,IRE,2006,0
205,IRE,2007,0
205,IRE,2008,0
205,IRE,2009,0
205,IRE,2010,0
205,IRE,2011,0
205,IRE,2012,0
205,IRE,2013,0
205,IRE,2014,0
210,NTH,1816,0
210,NTH,1817,0
210,NTH,1818,0
210,NTH,1819,0
210,NTH,1820,0
210,NTH,1821,0
210,NTH,1822,0
210,NTH,1823,0
210,NTH,1824,0
210,NTH,1825,0
210,NTH,1826,0
210,NTH,1827,0
210,NTH,1828,0
210,NTH,1829,0
210,NTH,1830,0
210,NTH,1831,0
210,NTH,1832,0
210,NTH,1833,0
210,NTH,1834,0
210,NTH,1835,0
210,NTH,1836,0
210,NTH,1837,0
210,NTH,1838,0
210,NTH,1839,0
210,NTH,1840,0
210,NTH,1841,0
210,NTH,1842,0
210,NTH,1843,0
210,NTH,1844,0
210,NTH,1845,0
210,NTH,1846,0
210,NTH,1847,0
210,NTH,1848,0
210,NTH,1849,0
210,NTH,1850,0
210,NTH,1851,0
210,NTH,1852,0
210,NTH,1853,0
210,NTH,1854,0
210,NTH,1855,0
210,NTH,1856,0
210,NTH,1857,0
210,NTH,1858,0
210,NTH,1859,0
210,NTH,1860,0
210,NTH,1861,0
210,NTH,1862,0
210,NTH,1863,0
210,NTH,1864,0
210,NTH,1865,0
210,NTH,1866,0
210,NTH,1867,0
210,NTH,1868,0
210,NTH,1869,0
210,NTH,1870,0
210,NTH,1871,0
210,NTH,1872,0
210,NTH,1873,0
210,NTH,1874,0
210,NTH,1875,0
210,NTH,1876,0
210,NTH,1877,0
210,NTH,1878,0
210,NTH,1879,0
210,NTH,1880,0
210,NTH,1881,0
210,NTH,1882,0
210,NTH,1883,0
210,NTH,1884,0
210,NTH,1885,0
210,NTH,1886,0
210,NTH,1887,0
210,NTH,1888,0
210,NTH,1889,0
210,NTH,1890,0
210,NTH,1891,0
210,NTH,1892,0
210,NTH,1893,0
210,NTH,1894,0
210,NTH,1895,0
210,NTH,1896,0
210,NTH,1897,0
210,NTH,1898,0
210,NTH,1899,0
210,NTH,1900,0
210,NTH,1901,0
210,NTH,1902,0
210,NTH,1903,0
210,NTH,1904,0
210,NTH,1905,0
210,NTH,1906,0
210,NTH,1907,0
210,NTH,1908,0
210,NTH,1909,0
210,NTH,1910,0
210,NTH,1911,0
210,NTH,1912,0
210,NTH,1913,0
210,NTH,1914,0
210,NTH,1915,0
210,NTH,1916,0
210,NTH,1917,0
210,NTH,1918,0
210,NTH,1919,0
210,NTH,1920,0
210,NTH,1921,0
210,NTH,1922,0
210,NTH,1923,0
210,NTH,1924,0
210,NTH,1925,0
210,NTH,1926,0
210,NTH,1927,0
210,NTH,1928,0
210,NTH,1929,0
210,NTH,1930,0
210,NTH,1931,0
210,NTH,1932,0
210,NTH,1933,0
210,NTH,1934,0
210,NTH,1935,0
210,NTH,1936,0
210,NTH,1937,0
210,NTH,1938,0
210,NTH,1939,0
210,NTH,1940,0
210,NTH,1945,0
210,NTH,1946,0
210,NTH,1947,0
210,NTH,1948,0
210,NTH,1949,0
210,NTH,1950,0
210,NTH,1951,0
210,NTH,1952,0
210,NTH,1953,0
210,NTH,1954,0
210,NTH,1955,0
210,NTH,1956,0
210,NTH,1957,0
210,NTH,1958,0
210,NTH,1959,0
210,NTH,1960,0
210,NTH,1961,0
210,NTH,1962,0
210,NTH,1963,0
210,NTH,1964,0
210,NTH,1965,0
210,NTH,1966,0
210,NTH,1967,0
210,NTH,1968,0
210,NTH,1969,0
210,NTH,1970,0
210,NTH,1971,0
210,NTH,1972,0
210,NTH,1973,0
210,NTH,1974,0
210,NTH,1975,0
210,NTH,1976,0
210,NTH,1977,0
210,NTH,1978,0
210,NTH,1979,0
210,NTH,1980,0
210,NTH,1981,0
210,NTH,1982,0
210,NTH,1983,0
210,NTH,1984,0
210,NTH,1985,0
210,NTH,1986,0
210,NTH,1987,0
210,NTH,1988,0
210,NTH,1989,0
210,NTH,1990,0
210,NTH,1991,0
210,NTH,1992,0
210,NTH,1993,0
210,NTH,1994,0
210,NTH,1995,0
210,NTH,1996,0
210,NTH,1997,0
210,NTH,1998,0
210,NTH,1999,0
210,NTH,2000,0
210,NTH,2001,0
210,NTH,2002,0
210,NTH,2003,0
210,NTH,2004,0
210,NTH,2005,0
210,NTH,2006,0
210,NTH,2007,0
210,NTH,2008,0
210,NTH,2009,0
210,NTH,2010,0
210,NTH,2011,0
210,NTH,2012,0
210,NTH,2013,0
210,NTH,2014,0
211,BEL,1830,0
211,BEL,1831,0
211,BEL,1832,0
211,BEL,1833,0
211,BEL,1834,0
211,BEL,1835,0
211,BEL,1836,0
211,BEL,1837,0
211,BEL,1838,0
211,BEL,1839,0
211,BEL,1840,0
211,BEL,1841,0
211,BEL,1842,0
211,BEL,1843,0
211,BEL,1844,0
211,BEL,1845,0
211,BEL,1846,0
211,BEL,1847,0
211,BEL,1848,0
211,BEL,1849,0
211,BEL,1850,0
211,BEL,1851,0
211,BEL,1852,0
211,BEL,1853,0
211,BEL,1854,0
211,BEL,1855,0
211,BEL,1856,0
211,BEL,1857,0
211,BEL,1858,0
211,BEL,1859,0
211,BEL,1860,0
211,BEL,1861,0
211,BEL,1862,0
211,BEL,1863,0
211,BEL,1864,0
211,BEL,1865,0
211,BEL,1866,0
211,BEL,1867,0
211,BEL,1868,0
211,BEL,1869,0
211,BEL,1870,0
211,BEL,1871,0
211,BEL,1872,0
211,BEL,1873,0
211,BEL,1874,0
211,BEL,1875,0
211,BEL,1876,0
211,BEL,1877,0
211,BEL,1878,0
211,BEL,1879,0
211,BEL,1880,0
211,BEL,1881,0
211,BEL,1882,0
211,BEL,1883,0
211,BEL,1884,0
211,BEL,1885,0
211,BEL,1886,0
211,BEL,1887,0
211,BEL,1888,0
211,BEL,1889,0
211,BEL,1890,0
211,BEL,1891,0
211,BEL,1892,0
211,BEL,1893,0
211,BEL,1894,0
211,BEL,1895,0
211,BEL,1896,0
211,BEL,1897,0
211,BEL,1898,0
211,BEL,1899,0
211,BEL,1900,0
211,BEL,1901,0
211,BEL,1902,0
211,BEL,1903,0
211,BEL,1904,0
211,BEL,1905,0
211,BEL,1906,0
211,BEL,1907,0
211,BEL,1908,0
211,BEL,1909,0
211,BEL,1910,0
211,BEL,1911,0
211,BEL,1912,0
211,BEL,1913,0
211,BEL,1914,0
211,BEL,1915,0
211,BEL,1916,0
211,BEL,1917,0
211,BEL,1918,0
211,BEL,1919,0
211,BEL,1920,0
211,BEL,1921,0
211,BEL,1922,0
211,BEL,1923,0
211,BEL,1924,0
211,BEL,1925,0
211,BEL,1926,0
211,BEL,1927,0
211,BEL,1928,0
211,BEL,1929,0
211,BEL,1930,0
211,BEL,1931,0
211,BEL,1932,0
211,BEL,1933,0
211,BEL,1934,0
211,BEL,1935,0
211,BEL,1936,0
211,BEL,1937,0
211,BEL,1938,0
211,BEL,1939,0
211,BEL,1940,0
211,BEL,1945,0
211,BEL,1946,0
211,BEL,1947,0
211,BEL,1948,0
211,BEL,1949,0
211,BEL,1950,0
211,BEL,1951,0
211,BEL,1952,0
211,BEL,1953,0
211,BEL,1954,0
211,BEL,1955,0
211,BEL,1956,0
211,BEL,1957,0
211,BEL,1958,0
211,BEL,1959,0
211,BEL,1960,0
211,BEL,1961,0
211,BEL,1962,0
211,BEL,1963,0
211,BEL,1964,0
211,BEL,1965,0
211,BEL,1966,0
211,BEL,1967,0
211,BEL,1968,0
211,BEL,1969,0
211,BEL,1970,0
211,BEL,1971,0
211,BEL,1972,0
211,BEL,1973,0
211,BEL,1974,0
211,BEL,1975,0
211,BEL,1976,0
211,BEL,1977,0
211,BEL,1978,0
211,BEL,1979,0
211,BEL,1980,0
211,BEL,1981,0
211,BEL,1982,0
211,BEL,1983,0
211,BEL,1984,0
211,BEL,1985,0
211,BEL,1986,0
211,BEL,1987,0
211,BEL,1988,0
211,BEL,1989,0
211,BEL,1990,0
211,BEL,1991,0
211,BEL,1992,0
211,BEL,1993,0
211,BEL,1994,0
211,BEL,1995,0
211,BEL,1996,0
211,BEL,1997,0
211,BEL,1998,0
211,BEL,1999,0
211,BEL,2000,0
211,BEL,2001,0
211,BEL,2002,0
211,BEL,2003,0
211,BEL,2004,0
211,BEL,2005,0
211,BEL,2006,0
211,BEL,2007,0
211,BEL,2008,0
211,BEL,2009,0
211,BEL,2010,0
211,BEL,2011,0
211,BEL,2012,0
211,BEL,2013,0
211,BEL,2014,0
212,LUX,1920,0
212,LUX,1921,0
212,LUX,1922,0
212,LUX,1923,0
212,LUX,1924,0
212,LUX,1925,0
212,LUX,1926,0
212,LUX,1927,0
212,LUX,1928,0
212,LUX,1929,0
212,LUX,1930,0
212,LUX,1931,0
212,LUX,1932,0
212,LUX,1933,0
212,LUX,1934,0
212,LUX,1935,0
212,LUX,1936,0
212,LUX,1937,0
212,LUX,1938,0
212,LUX,1939,0
212,LUX,1940,0
212,LUX,1944,0
212,LUX,1945,0
212,LUX,1946,0
212,LUX,1947,0
212,LUX,1948,0
212,LUX,1949,0
212,LUX,1950,0
212,LUX,1951,0
212,LUX,1952,0
212,LUX,1953,0
212,LUX,1954,0
212,LUX,1955,0
212,LUX,1956,0
212,LUX,1957,0
212,LUX,1958,0
212,LUX,1959,0
212,LUX,1960,0
212,LUX,1961,0
212,LUX,1962,0
212,LUX,1963,0
212,LUX,1964,0
212,LUX,1965,0
212,LUX,1966,0
212,LUX,1967,0
212,LUX,1968,0
212,LUX,1969,0
212,LUX,1970,0
212,LUX,1971,0
212,LUX,1972,0
212,LUX,1973,0
212,LUX,1974,0
212,LUX,1975,0
212,LUX,1976,0
212,LUX,1977,0
212,LUX,1978,0
212,LUX,1979,0
212,LUX,1980,0
212,LUX,1981,0
212,LUX,1982,0
212,LUX,1983,0
212,LUX,1984,0
212,LUX,1985,0
212,LUX,1986,0
212,LUX,1987,0
212,LUX,1988,0
212,LUX,1989,0
212,LUX,1990,0
212,LUX,1991,0
212,LUX,1992,0
212,LUX,1993,0
212,LUX,1994,0
212,LUX,1995,0
212,LUX,1996,0
212,LUX,1997,0
212,LUX,1998,0
212,LUX,1999,0
212,LUX,2000,0
212,LUX,2001,0
212,LUX,2002,0
212,LUX,2003,0
212,LUX,2004,0
212,LUX,2005,0
212,LUX,2006,0
212,LUX,2007,0
212,LUX,2008,0
212,LUX,2009,0
212,LUX,2010,0
212,LUX,2011,0
212,LUX,2012,0
212,LUX,2013,0
212,LUX,2014,0
220,FRN,1816,1
220,FRN,1817,1
220,FRN,1818,1
220,FRN,1819,1
220,FRN,1820,1
220,FRN,1821,1
220,FRN,1822,1
220,FRN,1823,1
220,FRN,1824,1
220,FRN,1825,1
220,FRN,1826,1
220,FRN,1827,1
220,FRN,1828,1
220,FRN,1829,1
220,FRN,1830,1
220,FRN,1831,1
220,FRN,1832,1
220,FRN,1833,1
220,FRN,1834,1
220,FRN,1835,1
220,FRN,1836,1
220,FRN,1837,1
220,FRN,1838,1
220,FRN,1839,1
220,FRN,1840,1
220,FRN,1841,1
220,FRN,1842,1
220,FRN,1843,1
220,FRN,1844,1
220,FRN,1845,1
220,FRN,1846,1
220,FRN,1847,1
220,FRN,1848,1
220,FRN,1849,1
220,FRN,1850,1
220,FRN,1851,1
220,FRN,1852,1
220,FRN,1853,1
220,FRN,1854,1
220,FRN,1855,1
220,FRN,1856,1
220,FRN,1857,1
220,FRN,1858,1
220,FRN,1859,1
220,FRN,1860,1
220,FRN,1861,1
220,FRN,1862,1
220,FRN,1863,1
220,FRN,1864,1
220,FRN,1865,1
220,FRN,1866,1
220,FRN,1867,1
220,FRN,1868,1
220,FRN,1869,1
220,FRN,1870,1
220,FRN,1871,1
220,FRN,1872,1
220,FRN,1873,1
220,FRN,1874,1
220,FRN,1875,1
220,FRN,1876,1
220,FRN,1877,1
220,FRN,1878,1
220,FRN,1879,1
220,FRN,1880,1
220,FRN,1881,1
220,FRN,1882,1
220,FRN,1883,1
220,FRN,1884,1
220,FRN,1885,1
220,FRN,1886,1
220,FRN,1887,1
220,FRN,1888,1
220,FRN,1889,1
220,FRN,1890,1
220,FRN,1891,1
220,FRN,1892,1
220,FRN,1893,1
220,FRN,1894,1
220,FRN,1895,1
220,FRN,1896,1
220,FRN,1897,1
220,FRN,1898,1
220,FRN,1899,1
220,FRN,1900,1
220,FRN,1901,1
220,FRN,1902,1
220,FRN,1903,1
220,FRN,1904,1
220,FRN,1905,1
220,FRN,1906,1
220,FRN,1907,1
220,FRN,1908,1
220,FRN,1909,1
220,FRN,1910,1
220,FRN,1911,1
220,FRN,1912,1
220,FRN,1913,1
220,FRN,1914,1
220,FRN,1915,1
220,FRN,1916,1
220,FRN,1917,1
220,FRN,1918,1
220,FRN,1919,1
220,FRN,1920,1
220,FRN,1921,1
220,FRN,1922,1
220,FRN,1923,1
220,FRN,1924,1
220,FRN,1925,1
220,FRN,1926,1
220,FRN,1927,1
220,FRN,1928,1
220,FRN,1929,1
220,FRN,1930,1
220,FRN,1931,1
220,FRN,1932,1
220,FRN,1933,1
220,FRN,1934,1
220,FRN,1935,1
220,FRN,1936,1
220,FRN,1937,1
220,FRN,1938,1
220,FRN,1939,1
220,FRN,1940,1
220,FRN,1941,0
220,FRN,1942,0
220,FRN,1944,0
220,FRN,1945,1
220,FRN,1946,1
220,FRN,1947,1
220,FRN,1948,1
220,FRN,1949,1
220,FRN,1950,1
220,FRN,1951,1
220,FRN,1952,1
220,FRN,1953,1
220,FRN,1954,1
220,FRN,1955,1
220,FRN,1956,1
220,FRN,1957,1
220,FRN,1958,1
220,FRN,1959,1
220,FRN,1960,1
220,FRN,1961,1
220,FRN,1962,1
220,FRN,1963,1
220,FRN,1964,1
220,FRN,1965,1
220,FRN,1966,1
220,FRN,1967,1
220,FRN,1968,1
220,FRN,1969,1
220,FRN,1970,1
220,FRN,1971,1
220,FRN,1972,1
220,FRN,1973,1
220,FRN,1974,1
220,FRN,1975,1
220,FRN,1976,1
220,FRN,1977,1
220,FRN,1978,1
220,FRN,1979,1
220,FRN,1980,1
220,FRN,1981,1
220,FRN,1982,1
220,FRN,1983,1
220,FRN,1984,1
220,FRN,1985,1
220,FRN,1986,1
220,FRN,1987,1
220,FRN,1988,1
220,FRN,1989,1
220,FRN,1990,1
220,FRN,1991,1
220,FRN,1992,1
220,FRN,1993,1
220,FRN,1994,1
220,FRN,1995,1
220,FRN,1996,1
220,FRN,1997,1
220,FRN,1998,1
220,FRN,1999,1
220,FRN,2000,1
220,FRN,2001,1
220,FRN,2002,1
220,FRN,2003,1
220,FRN,2004,1
220,FRN,2005,1
220,FRN,2006,1
220,FRN,2007,1
220,FRN,2008,1
220,FRN,2009,1
220,FRN,2010,1
220,FRN,2011,1
220,FRN,2012,1
220,FRN,2013,1
220,FRN,2014,1
221,MNC,1993,0
221,MNC,1994,0
221,MNC,1995,0
221,MNC,1996,0
221,MNC,1997,0
221,MNC,1998,0
221,MNC,1999,0
221,MNC,2000,0
221,MNC,2001,0
221,MNC,2002,0
221,MNC,2003,0
221,MNC,2004,0
221,MNC,2005,0
221,MNC,2006,0
221,MNC,2007,0
221,MNC,2008,0
221,MNC,2009,0
221,MNC,2010,0
221,MNC,2011,0
221,MNC,2012,0
221,MNC,2013,0
221,MNC,2014,0
223,LIE,1990,0
223,LIE,1991,0
223,LIE,1992,0
223,LIE,1993,0
223,LIE,1994,0
223,LIE,1995,0
223,LIE,1996,0
223,LIE,1997,0
223,LIE,1998,0
223,LIE,1999,0
223,LIE,2000,0
223,LIE,2001,0
223,LIE,2002,0
223,LIE,2003,0
223,LIE,2004,0
223,LIE,2005,0
223,LIE,2006,0
223,LIE,2007,0
223,LIE,2008,0
223,LIE,2009,0
223,LIE,2010,0
223,LIE,2011,0
223,LIE,2012,0
223,LIE,2013,0
223,LIE,2014,0
225,SWZ,1816,0
225,SWZ,1817,0
225,SWZ,1818,0
225,SWZ,1819,0
225,SWZ,1820,0
225,SWZ,1821,0
225,SWZ,1822,0
225,SWZ,1823,0
225,SWZ,1824,0
225,SWZ,1825,0
225,SWZ,1826,0
225,SWZ,1827,0
225,SWZ,1828,0
225,SWZ,1829,0
225,SWZ,1830,0
225,SWZ,1831,0
225,SWZ,1832,0
