dyad,ccode1,stateabb1,ccode2,stateabb2,year,conttype
93100,100,COL,93,NIC,1991,4
93100,100,COL,93,NIC,1992,4
93100,100,COL,93,NIC,1993,4
93100,100,COL,93,NIC,1994,4
93100,100,COL,93,NIC,1995,4
93100,100,COL,93,NIC,1996,4
93100,100,COL,93,NIC,1997,4
93100,100,COL,93,NIC,1998,4
93100,100,COL,93,NIC,1999,4
93100,100,COL,93,NIC,2000,4
93100,100,COL,93,NIC,2001,4
93100,100,COL,93,NIC,2002,4
93100,100,COL,93,NIC,2003,4
93100,100,COL,93,NIC,2004,4
93100,100,COL,93,NIC,2005,4
93100,100,COL,93,NIC,2006,4
93100,100,COL,93,NIC,2007,4
93100,100,COL,93,NIC,2008,4
93100,100,COL,93,NIC,2009,4
93100,100,COL,93,NIC,2010,4
93100,100,COL,93,NIC,2011,4
93100,100,COL,93,NIC,2012,4
93100,100,COL,93,NIC,2013,4
93100,100,COL,93,NIC,2014,4
93100,100,COL,93,NIC,2015,4
93100,100,COL,93,NIC,2016,4
94100,100,COL,94,COS,1928,4
94100,100,COL,94,COS,1929,4
94100,100,COL,94,COS,1930,4
94100,100,COL,94,COS,1931,4
94100,100,COL,94,COS,1932,4
94100,100,COL,94,COS,1933,4
94100,100,COL,94,COS,1934,4
94100,100,COL,94,COS,1935,4
94100,100,COL,94,COS,1936,4
94100,100,COL,94,COS,1937,4
94100,100,COL,94,COS,1938,4
94100,100,COL,94,COS,1939,4
94100,100,COL,94,COS,1940,4
94100,100,COL,94,COS,1941,4
94100,100,COL,94,COS,1942,4
94100,100,COL,94,COS,1943,4
94100,100,COL,94,COS,1944,4
94100,100,COL,94,COS,1945,4
94100,100,COL,94,COS,1946,4
94100,100,COL,94,COS,1947,4
94100,100,COL,94,COS,1948,4
94100,100,COL,94,COS,1949,4
94100,100,COL,94,COS,1950,4
94100,100,COL,94,COS,1951,4
94100,100,COL,94,COS,1952,4
94100,100,COL,94,COS,1953,4
94100,100,COL,94,COS,1954,4
94100,100,COL,94,COS,1955,4
94100,100,COL,94,COS,1956,4
94100,100,COL,94,COS,1957,4
94100,100,COL,94,COS,1958,4
94100,100,COL,94,COS,1959,4
94100,100,COL,94,COS,1960,4
94100,100,COL,94,COS,1961,4
94100,100,COL,94,COS,1962,4
94100,100,COL,94,COS,1963,4
94100,100,COL,94,COS,1964,4
94100,100,COL,94,COS,1965,4
94100,100,COL,94,COS,1966,4
94100,100,COL,94,COS,1967,4
94100,100,COL,94,COS,1968,4
94100,100,COL,94,COS,1969,4
94100,100,COL,94,COS,1970,4
94100,100,COL,94,COS,1971,4
94100,100,COL,94,COS,1972,4
94100,100,COL,94,COS,1973,4
94100,100,COL,94,COS,1974,4
94100,100,COL,94,COS,1975,4
94100,100,COL,94,COS,1976,4
94100,100,COL,94,COS,1977,4
94100,100,COL,94,COS,1978,4
94100,100,COL,94,COS,1979,4
94100,100,COL,94,COS,1980,4
94100,100,COL,94,COS,1981,4
94100,100,COL,94,COS,1982,4
94100,100,COL,94,COS,1983,4
94100,100,COL,94,COS,1984,4
94100,100,COL,94,COS,1985,4
94100,100,COL,94,COS,1986,4
94100,100,COL,94,COS,1987,4
94100,100,COL,94,COS,1988,4
94100,100,COL,94,COS,1989,4
94100,100,COL,94,COS,1990,4
94100,100,COL,94,COS,1991,4
94100,100,COL,94,COS,1992,4
94100,100,COL,94,COS,1993,4
94100,100,COL,94,COS,1994,4
94100,100,COL,94,COS,1995,4
94100,100,COL,94,COS,1996,4
94100,100,COL,94,COS,1997,4
94100,100,COL,94,COS,1998,4
94100,100,COL,94,COS,1999,4
94100,100,COL,94,COS,2000,4
94100,100,COL,94,COS,2001,4
94100,100,COL,94,COS,2002,4
94100,100,COL,94,COS,2003,4
94100,100,COL,94,COS,2004,4
94100,100,COL,94,COS,2005,4
94100,100,COL,94,COS,2006,4
94100,100,COL,94,COS,2007,4
94100,100,COL,94,COS,2008,4
94100,100,COL,94,COS,2009,4
94100,100,COL,94,COS,2010,4
94100,100,COL,94,COS,2011,4
94100,100,COL,94,COS,2012,4
94100,100,COL,94,COS,2013,4
94100,100,COL,94,COS,2014,4
94100,100,COL,94,COS,2015,4
94100,100,COL,94,COS,2016,4
95100,100,COL,95,PAN,1920,1
95100,100,COL,95,PAN,1921,1
95100,100,COL,95,PAN,1922,1
95100,100,COL,95,PAN,1923,1
95100,100,COL,95,PAN,1924,1
95100,100,COL,95,PAN,1925,1
95100,100,COL,95,PAN,1926,1
95100,100,COL,95,PAN,1927,1
95100,100,COL,95,PAN,1928,1
95100,100,COL,95,PAN,1929,1
95100,100,COL,95,PAN,1930,1
95100,100,COL,95,PAN,1931,1
95100,100,COL,95,PAN,1932,1
95100,100,COL,95,PAN,1933,1
95100,100,COL,95,PAN,1934,1
95100,100,COL,95,PAN,1935,1
95100,100,COL,95,PAN,1936,1
95100,100,COL,95,PAN,1937,1
95100,100,COL,95,PAN,1938,1
95100,100,COL,95,PAN,1939,1
95100,100,COL,95,PAN,1940,1
95100,100,COL,95,PAN,1941,1
95100,100,COL,95,PAN,1942,1
95100,100,COL,95,PAN,1943,1
95100,100,COL,95,PAN,1944,1
95100,100,COL,95,PAN,1945,1
95100,100,COL,95,PAN,1946,1
95100,100,COL,95,PAN,1947,1
95100,100,COL,95,PAN,1948,1
95100,100,COL,95,PAN,1949,1
95100,100,COL,95,PAN,1950,1
95100,100,COL,95,PAN,1951,1
95100,100,COL,95,PAN,1952,1
95100,100,COL,95,PAN,1953,1
95100,100,COL,95,PAN,1954,1
95100,100,COL,95,PAN,1955,1
95100,100,COL,95,PAN,1956,1
95100,100,COL,95,PAN,1957,1
95100,100,COL,95,PAN,1958,1
95100,100,COL,95,PAN,1959,1
95100,100,COL,95,PAN,1960,1
95100,100,COL,95,PAN,1961,1
95100,100,COL,95,PAN,1962,1
95100,100,COL,95,PAN,1963,1
95100,100,COL,95,PAN,1964,1
95100,100,COL,95,PAN,1965,1
95100,100,COL,95,PAN,1966,1
95100,100,COL,95,PAN,1967,1
95100,100,COL,95,PAN,1968,1
95100,100,COL,95,PAN,1969,1
95100,100,COL,95,PAN,1970,1
95100,100,COL,95,PAN,1971,1
95100,100,COL,95,PAN,1972,1
95100,100,COL,95,PAN,1973,1
95100,100,COL,95,PAN,1974,1
95100,100,COL,95,PAN,1975,1
95100,100,COL,95,PAN,1976,1
95100,100,COL,95,PAN,1977,1
95100,100,COL,95,PAN,1978,1
95100,100,COL,95,PAN,1979,1
95100,100,COL,95,PAN,1980,1
95100,100,COL,95,PAN,1981,1
95100,100,COL,95,PAN,1982,1
95100,100,COL,95,PAN,1983,1
95100,100,COL,95,PAN,1984,1
95100,100,COL,95,PAN,1985,1
95100,100,COL,95,PAN,1986,1
95100,100,COL,95,PAN,1987,1
95100,100,COL,95,PAN,1988,1
95100,100,COL,95,PAN,1989,1
95100,100,COL,95,PAN,1990,1
95100,100,COL,95,PAN,1991,1
95100,100,COL,95,PAN,1992,1
95100,100,COL,95,PAN,1993,1
95100,100,COL,95,PAN,1994,1
95100,100,COL,95,PAN,1995,1
95100,100,COL,95,PAN,1996,1
95100,100,COL,95,PAN,1997,1
95100,100,COL,95,PAN,1998,1
95100,100,COL,95,PAN,1999,1
95100,100,COL,95,PAN,2000,1
95100,100,COL,95,PAN,2001,1
95100,100,COL,95,PAN,2002,1
95100,100,COL,95,PAN,2003,1
95100,100,COL,95,PAN,2004,1
95100,100,COL,95,PAN,2005,1
95100,100,COL,95,PAN,2006,1
95100,100,COL,95,PAN,2007,1
95100,100,COL,95,PAN,2008,1
95100,100,COL,95,PAN,2009,1
95100,100,COL,95,PAN,2010,1
95100,100,COL,95,PAN,2011,1
95100,100,COL,95,PAN,2012,1
95100,100,COL,95,PAN,2013,1
95100,100,COL,95,PAN,2014,1
95100,100,COL,95,PAN,2015,1
95100,100,COL,95,PAN,2016,1
100101,100,COL,101,VEN,1841,1
100101,100,COL,101,VEN,1842,1
100101,100,COL,101,VEN,1843,1
100101,100,COL,101,VEN,1844,1
100101,100,COL,101,VEN,1845,1
100101,100,COL,101,VEN,1846,1
100101,100,COL,101,VEN,1847,1
100101,100,COL,101,VEN,1848,1
100101,100,COL,101,VEN,1849,1
100101,100,COL,101,VEN,1850,1
100101,100,COL,101,VEN,1851,1
100101,100,COL,101,VEN,1852,1
100101,100,COL,101,VEN,1853,1
100101,100,COL,101,VEN,1854,1
100101,100,COL,101,VEN,1855,1
100101,100,COL,101,VEN,1856,1
100101,100,COL,101,VEN,1857,1
100101,100,COL,101,VEN,1858,1
100101,100,COL,101,VEN,1859,1
100101,100,COL,101,VEN,1860,1
100101,100,COL,101,VEN,1861,1
100101,100,COL,101,VEN,1862,1
100101,100,COL,101,VEN,1863,1
100101,100,COL,101,VEN,1864,1
100101,100,COL,101,VEN,1865,1
100101,100,COL,101,VEN,1866,1
100101,100,COL,101,VEN,1867,1
100101,100,COL,101,VEN,1868,1
100101,100,COL,101,VEN,1869,1
100101,100,COL,101,VEN,1870,1
100101,100,COL,101,VEN,1871,1
100101,100,COL,101,VEN,1872,1
100101,100,COL,101,VEN,1873,1
100101,100,COL,101,VEN,1874,1
100101,100,COL,101,VEN,1875,1
100101,100,COL,101,VEN,1876,1
100101,100,COL,101,VEN,1877,1
100101,100,COL,101,VEN,1878,1
100101,100,COL,101,VEN,1879,1
100101,100,COL,101,VEN,1880,1
100101,100,COL,101,VEN,1881,1
100101,100,COL,101,VEN,1882,1
100101,100,COL,101,VEN,1883,1
100101,100,COL,101,VEN,1884,1
100101,100,COL,101,VEN,1885,1
100101,100,COL,101,VEN,1886,1
100101,100,COL,101,VEN,1887,1
100101,100,COL,101,VEN,1888,1
100101,100,COL,101,VEN,1889,1
100101,100,COL,101,VEN,1890,1
100101,100,COL,101,VEN,1891,1
100101,100,COL,101,VEN,1892,1
100101,100,COL,101,VEN,1893,1
100101,100,COL,101,VEN,1894,1
100101,100,COL,101,VEN,1895,1
100101,100,COL,101,VEN,1896,1
100101,100,COL,101,VEN,1897,1
100101,100,COL,101,VEN,1898,1
100101,100,COL,101,VEN,1899,1
100101,100,COL,101,VEN,1900,1
100101,100,COL,101,VEN,1901,1
100101,100,COL,101,VEN,1902,1
100101,100,COL,101,VEN,1903,1
100101,100,COL,101,VEN,1904,1
100101,100,COL,101,VEN,1905,1
100101,100,COL,101,VEN,1906,1
100101,100,COL,101,VEN,1907,1
100101,100,COL,101,VEN,1908,1
100101,100,COL,101,VEN,1909,1
100101,100,COL,101,VEN,1910,1
100101,100,COL,101,VEN,1911,1
100101,100,COL,101,VEN,1912,1
100101,100,COL,101,VEN,1913,1
100101,100,COL,101,VEN,1914,1
100101,100,COL,101,VEN,1915,1
100101,100,COL,101,VEN,1916,1
100101,100,COL,101,VEN,1917,1
100101,100,COL,101,VEN,1918,1
100101,100,COL,101,VEN,1919,1
100101,100,COL,101,VEN,1920,1
100101,100,COL,101,VEN,1921,1
100101,100,COL,101,VEN,1922,1
100101,100,COL,101,VEN,1923,1
100101,100,COL,101,VEN,1924,1
100101,100,COL,101,VEN,1925,1
100101,100,COL,101,VEN,1926,1
100101,100,COL,101,VEN,1927,1
100101,100,COL,101,VEN,1928,1
100101,100,COL,101,VEN,1929,1
100101,100,COL,101,VEN,1930,1
100101,100,COL,101,VEN,1931,1
100101,100,COL,101,VEN,1932,1
100101,100,COL,101,VEN,1933,1
100101,100,COL,101,VEN,1934,1
100101,100,COL,101,VEN,1935,1
100101,100,COL,101,VEN,1936,1
100101,100,COL,101,VEN,1937,1
100101,100,COL,101,VEN,1938,1
100101,100,COL,101,VEN,1939,1
100101,100,COL,101,VEN,1940,1
100101,100,COL,101,VEN,1941,1
100101,100,COL,101,VEN,1942,1
100101,100,COL,101,VEN,1943,1
100101,100,COL,101,VEN,1944,1
100101,100,COL,101,VEN,1945,1
100101,100,COL,101,VEN,1946,1
100101,100,COL,101,VEN,1947,1
100101,100,COL,101,VEN,1948,1
100101,100,COL,101,VEN,1949,1
100101,100,COL,101,VEN,1950,1
100101,100,COL,101,VEN,1951,1
100101,100,COL,101,VEN,1952,1
100101,100,COL,101,VEN,1953,1
100101,100,COL,101,VEN,1954,1
100101,100,COL,101,VEN,1955,1
100101,100,COL,101,VEN,1956,1
100101,100,COL,101,VEN,1957,1
100101,100,COL,101,VEN,1958,1
100101,100,COL,101,VEN,1959,1
100101,100,COL,101,VEN,1960,1
100101,100,COL,101,VEN,1961,1
100101,100,COL,101,VEN,1962,1
100101,100,COL,101,VEN,1963,1
100101,100,COL,101,VEN,1964,1
100101,100,COL,101,VEN,1965,1
100101,100,COL,101,VEN,1966,1
100101,100,COL,101,VEN,1967,1
100101,100,COL,101,VEN,1968,1
100101,100,COL,101,VEN,1969,1
100101,100,COL,101,VEN,1970,1
100101,100,COL,101,VEN,1971,1
100101,100,COL,101,VEN,1972,1
100101,100,COL,101,VEN,1973,1
100101,100,COL,101,VEN,1974,1
100101,100,COL,101,VEN,1975,1
100101,100,COL,101,VEN,1976,1
100101,100,COL,101,VEN,1977,1
100101,100,COL,101,VEN,1978,1
100101,100,COL,101,VEN,1979,1
100101,100,COL,101,VEN,1980,1
100101,100,COL,101,VEN,1981,1
100101,100,COL,101,VEN,1982,1
100101,100,COL,101,VEN,1983,1
100101,100,COL,101,VEN,1984,1
100101,100,COL,101,VEN,1985,1
100101,100,COL,101,VEN,1986,1
100101,100,COL,101,VEN,1987,1
100101,100,COL,101,VEN,1988,1
100101,100,COL,101,VEN,1989,1
100101,100,COL,101,VEN,1990,1
100101,100,COL,101,VEN,1991,1
100101,100,COL,101,VEN,1992,1
100101,100,COL,101,VEN,1993,1
100101,100,COL,101,VEN,1994,1
100101,100,COL,101,VEN,1995,1
100101,100,COL,101,VEN,1996,1
100101,100,COL,101,VEN,1997,1
100101,100,COL,101,VEN,1998,1
100101,100,COL,101,VEN,1999,1
100101,100,COL,101,VEN,2000,1
100101,100,COL,101,VEN,2001,1
100101,100,COL,101,VEN,2002,1
100101,100,COL,101,VEN,2003,1
100101,100,COL,101,VEN,2004,1
100101,100,COL,101,VEN,2005,1
100101,100,COL,101,VEN,2006,1
100101,100,COL,101,VEN,2007,1
100101,100,COL,101,VEN,2008,1
100101,100,COL,101,VEN,2009,1
100101,100,COL,101,VEN,2010,1
100101,100,COL,101,VEN,2011,1
100101,100,COL,101,VEN,2012,1
100101,100,COL,101,VEN,2013,1
100101,100,COL,101,VEN,2014,1
100101,100,COL,101,VEN,2015,1
100101,100,COL,101,VEN,2016,1
100130,100,COL,130,ECU,1854,1
100130,100,COL,130,ECU,1855,1
100130,100,COL,130,ECU,1856,1
100130,100,COL,130,ECU,1857,1
100130,100,COL,130,ECU,1858,1
100130,100,COL,130,ECU,1859,1
100130,100,COL,130,ECU,1860,1
100130,100,COL,130,ECU,1861,1
100130,100,COL,130,ECU,1862,1
100130,100,COL,130,ECU,1863,1
100130,100,COL,130,ECU,1864,1
100130,100,COL,130,ECU,1865,1
100130,100,COL,130,ECU,1866,1
100130,100,COL,130,ECU,1867,1
100130,100,COL,130,ECU,1868,1
100130,100,COL,130,ECU,1869,1
100130,100,COL,130,ECU,1870,1
100130,100,COL,130,ECU,1871,1
100130,100,COL,130,ECU,1872,1
100130,100,COL,130,ECU,1873,1
100130,100,COL,130,ECU,1874,1
100130,100,COL,130,ECU,1875,1
100130,100,COL,130,ECU,1876,1
100130,100,COL,130,ECU,1877,1
100130,100,COL,130,ECU,1878,1
100130,100,COL,130,ECU,1879,1
100130,100,COL,130,ECU,1880,1
100130,100,COL,130,ECU,1881,1
100130,100,COL,130,ECU,1882,1
100130,100,COL,130,ECU,1883,1
100130,100,COL,130,ECU,1884,1
100130,100,COL,130,ECU,1885,1
100130,100,COL,130,ECU,1886,1
100130,100,COL,130,ECU,1887,1
100130,100,COL,130,ECU,1888,1
100130,100,COL,130,ECU,1889,1
100130,100,COL,130,ECU,1890,1
100130,100,COL,130,ECU,1891,1
100130,100,COL,130,ECU,1892,1
100130,100,COL,130,ECU,1893,1
100130,100,COL,130,ECU,1894,1
100130,100,COL,130,ECU,1895,1
100130,100,COL,130,ECU,1896,1
100130,100,COL,130,ECU,1897,1
100130,100,COL,130,ECU,1898,1
100130,100,COL,130,ECU,1899,1
100130,100,COL,130,ECU,1900,1
100130,100,COL,130,ECU,1901,1
100130,100,COL,130,ECU,1902,1
100130,100,COL,130,ECU,1903,1
100130,100,COL,130,ECU,1904,1
100130,100,COL,130,ECU,1905,1
100130,100,COL,130,ECU,1906,1
100130,100,COL,130,ECU,1907,1
100130,100,COL,130,ECU,1908,1
100130,100,COL,130,ECU,1909,1
100130,100,COL,130,ECU,1910,1
100130,100,COL,130,ECU,1911,1
100130,100,COL,130,ECU,1912,1
100130,100,COL,130,ECU,1913,1
100130,100,COL,130,ECU,1914,1
100130,100,COL,130,ECU,1915,1
100130,100,COL,130,ECU,1916,1
100130,100,COL,130,ECU,1917,1
100130,100,COL,130,ECU,1918,1
100130,100,COL,130,ECU,1919,1
100130,100,COL,130,ECU,1920,1
100130,100,COL,130,ECU,1921,1
100130,100,COL,130,ECU,1922,1
100130,100,COL,130,ECU,1923,1
100130,100,COL,130,ECU,1924,1
100130,100,COL,130,ECU,1925,1
100130,100,COL,130,ECU,1926,1
100130,100,COL,130,ECU,1927,1
100130,100,COL,130,ECU,1928,1
100130,100,COL,130,ECU,1929,1
100130,100,COL,130,ECU,1930,1
100130,100,COL,130,ECU,1931,1
100130,100,COL,130,ECU,1932,1
100130,100,COL,130,ECU,1933,1
100130,100,COL,130,ECU,1934,1
100130,100,COL,130,ECU,1935,1
100130,100,COL,130,ECU,1936,1
100130,100,COL,130,ECU,1937,1
100130,100,COL,130,ECU,1938,1
100130,100,COL,130,ECU,1939,1
100130,100,COL,130,ECU,1940,1
100130,100,COL,130,ECU,1941,1
100130,100,COL,130,ECU,1942,1
100130,100,COL,130,ECU,1943,1
100130,100,COL,130,ECU,1944,1
100130,100,COL,130,ECU,1945,1
100130,100,COL,130,ECU,1946,1
100130,100,COL,130,ECU,1947,1
100130,100,COL,130,ECU,1948,1
100130,100,COL,130,ECU,1949,1
100130,100,COL,130,ECU,1950,1
100130,100,COL,130,ECU,1951,1
100130,100,COL,130,ECU,1952,1
100130,100,COL,130,ECU,1953,1
100130,100,COL,130,ECU,1954,1
100130,100,COL,130,ECU,1955,1
100130,100,COL,130,ECU,1956,1
100130,100,COL,130,ECU,1957,1
100130,100,COL,130,ECU,1958,1
100130,100,COL,130,ECU,1959,1
100130,100,COL,130,ECU,1960,1
100130,100,COL,130,ECU,1961,1
100130,100,COL,130,ECU,1962,1
100130,100,COL,130,ECU,1963,1
100130,100,COL,130,ECU,1964,1
100130,100,COL,130,ECU,1965,1
100130,100,COL,130,ECU,1966,1
100130,100,COL,130,ECU,1967,1
100130,100,COL,130,ECU,1968,1
100130,100,COL,130,ECU,1969,1
100130,100,COL,130,ECU,1970,1
100130,100,COL,130,ECU,1971,1
100130,100,COL,130,ECU,1972,1
100130,100,COL,130,ECU,1973,1
100130,100,COL,130,ECU,1974,1
100130,100,COL,130,ECU,1975,1
100130,100,COL,130,ECU,1976,1
100130,100,COL,130,ECU,1977,1
100130,100,COL,130,ECU,1978,1
100130,100,COL,130,ECU,1979,1
100130,100,COL,130,ECU,1980,1
100130,100,COL,130,ECU,1981,1
100130,100,COL,130,ECU,1982,1
100130,100,COL,130,ECU,1983,1
100130,100,COL,130,ECU,1984,1
100130,100,COL,130,ECU,1985,1
100130,100,COL,130,ECU,1986,1
100130,100,COL,130,ECU,1987,1
100130,100,COL,130,ECU,1988,1
100130,100,COL,130,ECU,1989,1
100130,100,COL,130,ECU,1990,1
100130,100,COL,130,ECU,1991,1
100130,100,COL,130,ECU,1992,1
100130,100,COL,130,ECU,1993,1
100130,100,COL,130,ECU,1994,1
100130,100,COL,130,ECU,1995,1
100130,100,COL,130,ECU,1996,1
100130,100,COL,130,ECU,1997,1
100130,100,COL,130,ECU,1998,1
100130,100,COL,130,ECU,1999,1
100130,100,COL,130,ECU,2000,1
100130,100,COL,130,ECU,2001,1
100130,100,COL,130,ECU,2002,1
100130,100,COL,130,ECU,2003,1
100130,100,COL,130,ECU,2004,1
100130,100,COL,130,ECU,2005,1
100130,100,COL,130,ECU,2006,1
100130,100,COL,130,ECU,2007,1
100130,100,COL,130,ECU,2008,1
100130,100,COL,130,ECU,2009,1
100130,100,COL,130,ECU,2010,1
100130,100,COL,130,ECU,2011,1
100130,100,COL,130,ECU,2012,1
100130,100,COL,130,ECU,2013,1
100130,100,COL,130,ECU,2014,1
100130,100,COL,130,ECU,2015,1
100130,100,COL,130,ECU,2016,1
100135,100,COL,135,PER,1916,1
100135,100,COL,135,PER,1917,1
100135,100,COL,135,PER,1918,1
100135,100,COL,135,PER,1919,1
100135,100,COL,135,PER,1920,1
100135,100,COL,135,PER,1921,1
100135,100,COL,135,PER,1922,1
100135,100,COL,135,PER,1923,1
100135,100,COL,135,PER,1924,1
100135,100,COL,135,PER,1925,1
100135,100,COL,135,PER,1926,1
100135,100,COL,135,PER,1927,1
100135,100,COL,135,PER,1928,1
100135,100,COL,135,PER,1929,1
100135,100,COL,135,PER,1930,1
100135,100,COL,135,PER,1931,1
100135,100,COL,135,PER,1932,1
100135,100,COL,135,PER,1933,1
100135,100,COL,135,PER,1934,1
100135,100,COL,135,PER,1935,1
100135,100,COL,135,PER,1936,1
100135,100,COL,135,PER,1937,1
100135,100,COL,135,PER,1938,1
100135,100,COL,135,PER,1939,1
100135,100,COL,135,PER,1940,1
100135,100,COL,135,PER,1941,1
100135,100,COL,135,PER,1942,1
100135,100,COL,135,PER,1943,1
100135,100,COL,135,PER,1944,1
100135,100,COL,135,PER,1945,1
100135,100,COL,135,PER,1946,1
100135,100,COL,135,PER,1947,1
100135,100,COL,135,PER,1948,1
100135,100,COL,135,PER,1949,1
100135,100,COL,135,PER,1950,1
100135,100,COL,135,PER,1951,1
100135,100,COL,135,PER,1952,1
100135,100,COL,135,PER,1953,1
100135,100,COL,135,PER,1954,1
100135,100,COL,135,PER,1955,1
100135,100,COL,135,PER,1956,1
100135,100,COL,135,PER,1957,1
100135,100,COL,135,PER,1958,1
100135,100,COL,135,PER,1959,1
100135,100,COL,135,PER,1960,1
100135,100,COL,135,PER,1961,1
100135,100,COL,135,PER,1962,1
100135,100,COL,135,PER,1963,1
100135,100,COL,135,PER,1964,1
100135,100,COL,135,PER,1965,1
100135,100,COL,135,PER,1966,1
100135,100,COL,135,PER,1967,1
100135,100,COL,135,PER,1968,1
100135,100,COL,135,PER,1969,1
100135,100,COL,135,PER,1970,1
100135,100,COL,135,PER,1971,1
100135,100,COL,135,PER,1972,1
100135,100,COL,135,PER,1973,1
100135,100,COL,135,PER,1974,1
100135,100,COL,135,PER,1975,1
100135,100,COL,135,PER,1976,1
100135,100,COL,135,PER,1977,1
100135,100,COL,135,PER,1978,1
100135,100,COL,135,PER,1979,1
100135,100,COL,135,PER,1980,1
100135,100,COL,135,PER,1981,1
100135,100,COL,135,PER,1982,1
100135,100,COL,135,PER,1983,1
100135,100,COL,135,PER,1984,1
100135,100,COL,135,PER,1985,1
100135,100,COL,135,PER,1986,1
100135,100,COL,135,PER,1987,1
100135,100,COL,135,PER,1988,1
100135,100,COL,135,PER,1989,1
100135,100,COL,135,PER,1990,1
100135,100,COL,135,PER,1991,1
100135,100,COL,135,PER,1992,1
100135,100,COL,135,PER,1993,1
100135,100,COL,135,PER,1994,1
100135,100,COL,135,PER,1995,1
100135,100,COL,135,PER,1996,1
100135,100,COL,135,PER,1997,1
100135,100,COL,135,PER,1998,1
100135,100,COL,135,PER,1999,1
100135,100,COL,135,PER,2000,1
100135,100,COL,135,PER,2001,1
100135,100,COL,135,PER,2002,1
100135,100,COL,135,PER,2003,1
100135,100,COL,135,PER,2004,1
100135,100,COL,135,PER,2005,1
100135,100,COL,135,PER,2006,1
100135,100,COL,135,PER,2007,1
100135,100,COL,135,PER,2008,1
100135,100,COL,135,PER,2009,1
100135,100,COL,135,PER,2010,1
100135,100,COL,135,PER,2011,1
100135,100,COL,135,PER,2012,1
100135,100,COL,135,PER,2013,1
100135,100,COL,135,PER,2014,1
100135,100,COL,135,PER,2015,1
100135,100,COL,135,PER,2016,1
100140,100,COL,140,BRA,1831,1
100140,100,COL,140,BRA,1832,1
100140,100,COL,140,BRA,1833,1
100140,100,COL,140,BRA,1834,1
100140,100,COL,140,BRA,1835,1
100140,100,COL,140,BRA,1836,1
100140,100,COL,140,BRA,1837,1
100140,100,COL,140,BRA,1838,1
100140,100,COL,140,BRA,1839,1
100140,100,COL,140,BRA,1840,1
100140,100,COL,140,BRA,1841,1
100140,100,COL,140,BRA,1842,1
100140,100,COL,140,BRA,1843,1
100140,100,COL,140,BRA,1844,1
100140,100,COL,140,BRA,1845,1
100140,100,COL,140,BRA,1846,1
100140,100,COL,140,BRA,1847,1
100140,100,COL,140,BRA,1848,1
100140,100,COL,140,BRA,1849,1
100140,100,COL,140,BRA,1850,1
100140,100,COL,140,BRA,1851,1
100140,100,COL,140,BRA,1852,1
100140,100,COL,140,BRA,1853,1
100140,100,COL,140,BRA,1854,1
100140,100,COL,140,BRA,1855,1
100140,100,COL,140,BRA,1856,1
100140,100,COL,140,BRA,1857,1
100140,100,COL,140,BRA,1858,1
100140,100,COL,140,BRA,1859,1
100140,100,COL,140,BRA,1860,1
100140,100,COL,140,BRA,1861,1
100140,100,COL,140,BRA,1862,1
100140,100,COL,140,BRA,1863,1
100140,100,COL,140,BRA,1864,1
100140,100,COL,140,BRA,1865,1
100140,100,COL,140,BRA,1866,1
100140,100,COL,140,BRA,1867,1
100140,100,COL,140,BRA,1868,1
100140,100,COL,140,BRA,1869,1
100140,100,COL,140,BRA,1870,1
100140,100,COL,140,BRA,1871,1
100140,100,COL,140,BRA,1872,1
100140,100,COL,140,BRA,1873,1
100140,100,COL,140,BRA,1874,1
100140,100,COL,140,BRA,1875,1
100140,100,COL,140,BRA,1876,1
100140,100,COL,140,BRA,1877,1
100140,100,COL,140,BRA,1878,1
100140,100,COL,140,BRA,1879,1
100140,100,COL,140,BRA,1880,1
100140,100,COL,140,BRA,1881,1
100140,100,COL,140,BRA,1882,1
100140,100,COL,140,BRA,1883,1
100140,100,COL,140,BRA,1884,1
100140,100,COL,140,BRA,1885,1
100140,100,COL,140,BRA,1886,1
100140,100,COL,140,BRA,1887,1
100140,100,COL,140,BRA,1888,1
100140,100,COL,140,BRA,1889,1
100140,100,COL,140,BRA,1890,1
100140,100,COL,140,BRA,1891,1
100140,100,COL,140,BRA,1892,1
100140,100,COL,140,BRA,1893,1
100140,100,COL,140,BRA,1894,1
100140,100,COL,140,BRA,1895,1
100140,100,COL,140,BRA,1896,1
100140,100,COL,140,BRA,1897,1
100140,100,COL,140,BRA,1898,1
100140,100,COL,140,BRA,1899,1
100140,100,COL,140,BRA,1900,1
100140,100,COL,140,BRA,1901,1
100140,100,COL,140,BRA,1902,1
100140,100,COL,140,BRA,1903,1
100140,100,COL,140,BRA,1904,1
100140,100,COL,140,BRA,1905,1
100140,100,COL,140,BRA,1906,1
100140,100,COL,140,BRA,1907,1
100140,100,COL,140,BRA,1908,1
100140,100,COL,140,BRA,1909,1
100140,100,COL,140,BRA,1910,1
100140,100,COL,140,BRA,1911,1
100140,100,COL,140,BRA,1912,1
100140,100,COL,140,BRA,1913,1
100140,100,COL,140,BRA,1914,1
100140,100,COL,140,BRA,1915,1
100140,100,COL,140,BRA,1916,1
100140,100,COL,140,BRA,1917,1
100140,100,COL,140,BRA,1918,1
100140,100,COL,140,BRA,1919,1
100140,100,COL,140,BRA,1920,1
100140,100,COL,140,BRA,1921,1
100140,100,COL,140,BRA,1922,1
100140,100,COL,140,BRA,1923,1
